household_id,geo_lat,geo_lon,village_id,season,year,age,gender,education_level,land_holding_size,mobile_money_txn_count,agri_input_spend,previous_loan_default,credit_access_score,psychometric_resilience,credit_score_label,soil_ph,soil_texture,bulk_density,soc_percent,land_cover_type,ndvi,evi,lst_day,rainfall_mm,soc_class_label,model_partition,data_source,proxy_flag,explainability_tag,timestamp,satellite_id,region_code
HH_03539,23.312824211097258,83.781151969857,VLG_099,Zaid,2024,62,M,None,0.25,16,1264.49,0,0.267,0.844,Medium,6.99,Sandy,1.29,0.45,Barren,0.485,0.242,35.6,572.2,Medium,train,synthetic,1,"psychometric_resilience,agri_input_spend",2022-05-28 11:00:00,Landsat-8,MH-NGP
HH_03540,24.052534698326713,80.85852122433168,VLG_015,Zaid,2025,40,Other,Secondary,2.36,10,1543.12,0,0.27,0.433,Low,6.43,Loamy,1.26,0.52,Agriculture,0.661,0.676,45.0,517.8,Medium,train,survey,0,"ndvi,soc_percent",2022-05-28 12:00:00,Landsat-8,RJ-BHL
HH_03541,27.045118201458383,81.74192116615001,VLG_013,Rabi,2023,48,F,Secondary,0.55,10,1784.52,0,0.577,0.254,Medium,6.62,Loamy,1.4,0.16,Agriculture,0.315,0.449,36.2,777.5,Medium,test,survey,0,"psychometric_resilience,agri_input_spend",2022-05-28 13:00:00,Sentinel-2,UP-KNP
HH_03542,23.734609617918853,83.0426115437845,VLG_079,Rabi,2022,46,F,Secondary,1.7,10,698.87,0,0.167,0.628,Low,5.81,Sandy,1.26,0.32,Agriculture,0.737,0.477,33.9,953.8,Medium,train,survey,0,"age,txn_count",2022-05-28 14:00:00,MODIS,UP-KNP
HH_03543,24.713225732612607,81.59155544600134,VLG_024,Rabi,2022,38,F,Secondary,0.38,12,882.13,1,0.404,0.391,High,6.06,Clayey,1.32,0.71,Water,0.61,0.108,37.6,668.1,Low,validation,synthetic,1,"age,txn_count",2022-05-28 15:00:00,MODIS,MP-GWL
HH_03544,27.3232946092907,78.98054840678938,VLG_003,Rabi,2022,20,F,None,2.59,10,1329.61,0,0.275,0.769,Medium,7.69,Clayey,1.39,0.64,Forest,0.712,0.698,23.2,725.0,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-28 16:00:00,Landsat-8,UP-KNP
HH_03545,23.774626555717212,80.13633383928651,VLG_028,Kharif,2022,43,F,None,0.13,10,463.39,0,0.384,0.459,Medium,6.93,Sandy,1.19,0.67,Forest,0.803,0.308,25.4,828.3,Low,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-28 17:00:00,Sentinel-2,UP-KNP
HH_03546,23.41368417809095,83.0304552467588,VLG_055,Zaid,2025,23,M,Primary,0.36,8,387.62,0,0.307,0.855,Medium,6.2,Sandy,1.36,0.54,Agriculture,0.877,0.391,32.1,546.1,High,test,synthetic,0,"ndvi,soc_percent",2022-05-28 18:00:00,Sentinel-2,MH-NGP
HH_03547,25.422689975400054,78.73650296372985,VLG_005,Kharif,2025,37,M,None,0.41,18,397.17,0,0.562,0.608,Low,6.17,Clayey,1.33,1.64,Barren,0.403,0.126,33.4,604.5,Low,test,synthetic,0,"ndvi,soc_percent",2022-05-28 19:00:00,MODIS,MP-GWL
HH_03548,24.512097556392682,78.88121456768496,VLG_000,Kharif,2024,64,F,Primary,0.08,13,506.31,0,0.304,0.721,Low,6.09,Loamy,1.22,0.91,Agriculture,0.756,0.384,19.9,413.1,Low,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-28 20:00:00,MODIS,RJ-BHL
HH_03549,25.81704182241927,75.95690116058002,VLG_038,Kharif,2025,63,F,Primary,2.73,7,599.23,0,0.33,0.891,Low,7.1,Loamy,1.24,0.79,Agriculture,0.452,0.154,42.6,691.9,Low,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-28 21:00:00,Landsat-8,RJ-BHL
HH_03550,27.019024452417376,84.14584435221748,VLG_000,Zaid,2022,30,M,Primary,7.92,5,1221.87,0,0.096,0.477,Medium,6.34,Loamy,1.29,1.18,Agriculture,0.54,0.68,28.0,453.1,High,train,synthetic,0,"age,txn_count",2022-05-28 22:00:00,MODIS,UP-KNP
HH_03551,23.685742440763715,75.91036314945441,VLG_062,Rabi,2025,58,M,None,3.01,14,854.35,0,0.258,0.245,Medium,6.05,Sandy,1.32,0.75,Agriculture,0.628,0.605,25.3,758.0,Low,test,synthetic,0,"ndvi,soc_percent",2022-05-28 23:00:00,Landsat-8,BR-PTN
HH_03552,25.903495422771424,81.48209177448555,VLG_056,Rabi,2023,40,M,Primary,3.94,9,2715.97,1,0.268,0.319,High,6.55,Clayey,1.44,0.38,Agriculture,0.366,0.529,35.1,503.8,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-29 00:00:00,Landsat-8,RJ-BHL
HH_03553,25.52754380194932,79.13194478802798,VLG_066,Zaid,2023,32,M,Primary,0.01,4,440.57,1,0.454,0.461,Medium,6.32,Loamy,1.48,0.57,Agriculture,0.349,0.423,43.2,648.8,Medium,train,survey,0,"psychometric_resilience,agri_input_spend",2022-05-29 01:00:00,Landsat-8,MH-NGP
HH_03554,23.720393930066,79.05619390255443,VLG_064,Zaid,2024,63,M,None,0.25,9,3427.11,0,0.035,0.595,Low,6.48,Loamy,1.23,1.28,Forest,0.614,0.575,21.9,569.1,Low,train,survey,0,"ndvi,soc_percent",2022-05-29 02:00:00,Landsat-8,BR-PTN
HH_03555,26.119992427644913,81.79551836572683,VLG_064,Rabi,2022,48,F,Secondary,1.64,10,1407.77,0,0.365,0.516,High,6.12,Sandy,1.56,0.7,Agriculture,0.69,0.204,35.4,840.5,High,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-29 03:00:00,MODIS,MP-GWL
HH_03556,24.368202089303857,75.67093732629878,VLG_020,Kharif,2025,21,F,Secondary,7.62,11,399.63,0,0.188,0.638,Medium,6.67,Clayey,1.25,0.27,Agriculture,0.869,0.17,21.6,887.1,High,test,survey,0,"age,txn_count",2022-05-29 04:00:00,Landsat-8,MP-GWL
HH_03557,25.43917159272006,80.93705782951434,VLG_029,Rabi,2024,28,F,Secondary,2.16,13,157.8,0,0.426,0.937,Low,6.51,Loamy,1.48,1.03,Forest,0.597,0.111,33.1,689.9,Medium,train,synthetic,1,"ndvi,soc_percent",2022-05-29 05:00:00,MODIS,UP-KNP
HH_03558,23.41136162138531,82.72031785972355,VLG_095,Zaid,2024,19,F,Secondary,0.94,11,363.56,0,0.184,0.831,High,6.49,Clayey,1.44,0.9,Agriculture,0.614,0.4,20.2,532.7,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-29 06:00:00,MODIS,UP-KNP
HH_03559,25.297920286068116,83.28212757886594,VLG_032,Rabi,2025,33,F,Secondary,0.32,9,156.71,0,0.589,0.74,High,5.82,Clayey,1.2,0.62,Agriculture,0.49,0.512,27.3,773.2,Low,train,synthetic,0,"age,txn_count",2022-05-29 07:00:00,Landsat-8,MH-NGP
HH_03560,24.532317340214103,76.70530389393775,VLG_047,Rabi,2024,48,M,Secondary,0.33,8,858.53,0,0.444,0.354,Medium,6.97,Sandy,1.16,0.85,Forest,0.749,0.294,33.1,794.0,Medium,train,synthetic,0,"ndvi,soc_percent",2022-05-29 08:00:00,Landsat-8,UP-KNP
HH_03561,27.111906055926774,83.97419050078173,VLG_021,Rabi,2022,56,M,None,0.9,7,1289.24,1,0.4,0.547,High,6.46,Loamy,1.31,1.2,Agriculture,0.715,0.114,37.0,374.1,High,train,synthetic,0,"age,txn_count",2022-05-29 09:00:00,Sentinel-2,MP-GWL
HH_03562,23.28489363498684,81.56146091847442,VLG_093,Zaid,2025,60,M,None,2.5,14,737.8,0,0.085,0.553,Low,7.07,Clayey,1.39,1.02,Forest,0.333,0.14,36.3,679.9,High,validation,satellite,1,"psychometric_resilience,agri_input_spend",2022-05-29 10:00:00,MODIS,MH-NGP
HH_03563,25.093036374591648,83.81854800820683,VLG_053,Zaid,2023,61,F,Secondary,0.06,6,529.04,0,0.334,0.49,High,6.97,Loamy,1.3,0.73,Water,0.469,0.194,36.3,689.8,Medium,train,synthetic,0,"age,txn_count",2022-05-29 11:00:00,MODIS,BR-PTN
HH_03564,25.29215712065719,79.85280717110199,VLG_003,Rabi,2023,21,M,None,3.82,8,392.05,0,0.186,0.601,High,6.18,Clayey,1.3,1.15,Barren,0.295,0.369,30.8,544.7,Low,test,synthetic,1,"psychometric_resilience,agri_input_spend",2022-05-29 12:00:00,Sentinel-2,MH-NGP
HH_03565,26.625030381495595,80.42033345097202,VLG_086,Rabi,2025,45,F,Primary,5.68,20,1988.17,0,0.463,0.266,Medium,6.25,Sandy,1.34,1.25,Agriculture,0.276,0.358,30.2,561.4,Low,train,synthetic,0,"age,txn_count",2022-05-29 13:00:00,Landsat-8,UP-KNP
HH_03566,25.871437875451054,84.1903827702867,VLG_054,Kharif,2024,33,M,None,4.39,9,605.04,0,0.258,0.62,Medium,6.62,Sandy,1.14,0.51,Forest,0.852,0.182,34.1,433.9,Medium,train,synthetic,0,"ndvi,soc_percent",2022-05-29 14:00:00,Landsat-8,UP-KNP
HH_03567,26.336061685970904,83.99909543354671,VLG_043,Kharif,2024,56,F,None,4.88,5,1797.03,1,0.286,0.781,Low,7.1,Clayey,1.31,1.46,Forest,0.665,0.588,30.8,672.7,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-29 15:00:00,Sentinel-2,RJ-BHL
HH_03568,26.88524642825878,79.48160873369002,VLG_088,Rabi,2023,42,M,Secondary,0.03,19,171.73,0,0.173,0.684,Low,5.88,Loamy,1.22,0.83,Agriculture,0.827,0.488,32.2,466.2,Low,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-29 16:00:00,Sentinel-2,MH-NGP
HH_03569,27.311014868290943,77.74412631635681,VLG_011,Zaid,2023,30,F,None,7.61,9,2450.21,0,0.328,0.506,High,6.83,Clayey,1.26,1.0,Agriculture,0.601,0.378,32.3,706.3,Medium,train,synthetic,1,"ndvi,soc_percent",2022-05-29 17:00:00,MODIS,BR-PTN
HH_03570,24.569377483612353,78.93170434564264,VLG_080,Kharif,2022,22,M,Primary,0.91,12,1006.69,0,0.112,0.692,Low,5.79,Sandy,1.17,0.83,Agriculture,0.38,0.537,37.2,644.1,Medium,train,survey,0,"ndvi,soc_percent",2022-05-29 18:00:00,Sentinel-2,UP-KNP
HH_03571,25.690113526819516,78.8776432852975,VLG_078,Rabi,2024,47,M,None,4.07,14,535.54,0,0.39,0.463,Low,6.01,Sandy,1.17,0.98,Agriculture,0.382,0.681,31.4,395.7,Low,test,synthetic,0,"ndvi,soc_percent",2022-05-29 19:00:00,Sentinel-2,RJ-BHL
HH_03572,27.200540392196,77.86866874982795,VLG_073,Kharif,2022,18,F,Secondary,0.41,8,423.17,0,0.545,0.277,Medium,6.17,Clayey,1.33,0.96,Barren,0.37,0.135,33.7,517.3,High,train,synthetic,1,"psychometric_resilience,agri_input_spend",2022-05-29 20:00:00,Sentinel-2,UP-KNP
HH_03573,27.947255654825284,77.68579604332966,VLG_098,Kharif,2023,22,Other,Secondary,1.18,9,1055.14,0,0.371,0.714,Low,5.84,Loamy,1.29,0.65,Agriculture,0.421,0.697,31.5,811.9,Medium,test,synthetic,0,"ndvi,soc_percent",2022-05-29 21:00:00,Landsat-8,UP-KNP
HH_03574,27.447596555218816,83.61062936479719,VLG_051,Kharif,2023,31,F,Primary,0.09,15,886.16,0,0.532,0.889,Medium,5.81,Loamy,1.46,0.87,Agriculture,0.343,0.69,21.5,454.0,High,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-29 22:00:00,Sentinel-2,RJ-BHL
HH_03575,24.857336313121884,75.69861920684662,VLG_092,Zaid,2023,28,F,Secondary,0.08,14,592.2,0,0.489,0.635,High,7.01,Loamy,1.26,1.14,Forest,0.298,0.181,34.3,490.8,Medium,train,synthetic,1,"ndvi,soc_percent",2022-05-29 23:00:00,Landsat-8,MP-GWL
HH_03576,23.97583258609325,81.77611182099594,VLG_075,Rabi,2023,51,F,None,5.74,15,171.17,0,0.6,0.644,Low,7.37,Loamy,1.37,0.64,Agriculture,0.829,0.64,27.5,595.7,Medium,train,synthetic,1,"age,txn_count",2022-05-30 00:00:00,Landsat-8,MH-NGP
HH_03577,25.446962687032944,76.72820051456452,VLG_064,Zaid,2022,46,F,Secondary,3.33,11,825.86,0,0.16,0.652,Low,7.29,Clayey,1.42,1.1,Water,0.602,0.538,32.1,736.9,Medium,train,satellite,0,"age,txn_count",2022-05-30 01:00:00,Landsat-8,BR-PTN
HH_03578,26.708207259180213,78.44505893394063,VLG_064,Zaid,2023,35,M,Secondary,1.51,10,3918.0,0,0.037,0.619,Medium,6.29,Sandy,1.32,0.37,Agriculture,0.354,0.225,31.1,575.5,Low,train,synthetic,0,"age,txn_count",2022-05-30 02:00:00,Sentinel-2,MP-GWL
HH_03579,25.46284535376649,75.61543034134837,VLG_009,Kharif,2025,32,M,Graduate+,1.49,12,854.49,0,0.211,0.461,Medium,7.19,Clayey,1.32,1.0,Agriculture,0.601,0.584,34.3,385.4,Medium,train,satellite,0,"ndvi,soc_percent",2022-05-30 03:00:00,Landsat-8,MP-GWL
HH_03580,25.415904316568344,77.69973636855462,VLG_017,Rabi,2024,63,M,None,2.76,8,268.7,0,0.306,0.9,High,6.95,Clayey,1.42,1.63,Forest,0.373,0.183,25.3,772.0,Low,train,synthetic,1,"ndvi,soc_percent",2022-05-30 04:00:00,MODIS,BR-PTN
HH_03581,27.191152105409003,82.68421071117243,VLG_046,Kharif,2023,42,F,None,0.84,13,248.16,0,0.356,0.785,Medium,6.17,Clayey,1.43,0.93,Barren,0.678,0.189,39.1,967.4,Medium,validation,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-30 05:00:00,MODIS,UP-KNP
HH_03582,24.807018895335933,83.85015324547258,VLG_065,Zaid,2024,47,F,None,2.87,7,192.94,0,0.067,0.742,Low,6.45,Sandy,1.36,0.4,Forest,0.82,0.194,33.6,555.1,Low,train,survey,0,"age,txn_count",2022-05-30 06:00:00,MODIS,BR-PTN
HH_03583,27.298973374058228,77.21527151902367,VLG_048,Zaid,2023,62,F,None,1.33,10,1380.25,0,0.64,0.62,High,7.02,Clayey,1.44,1.07,Agriculture,0.315,0.522,30.9,718.9,Low,train,synthetic,0,"age,txn_count",2022-05-30 07:00:00,Landsat-8,UP-KNP
HH_03584,25.034024004758617,79.63547839258922,VLG_071,Rabi,2022,19,M,None,2.03,10,2194.44,0,0.248,0.742,Medium,6.41,Sandy,1.32,1.27,Barren,0.586,0.111,32.5,476.6,Medium,train,satellite,0,"age,txn_count",2022-05-30 08:00:00,MODIS,MP-GWL
HH_03585,24.641165528391696,79.70324047937207,VLG_021,Zaid,2024,57,M,Primary,6.7,10,315.54,0,0.055,0.689,Medium,6.29,Sandy,1.19,0.96,Agriculture,0.459,0.406,37.7,786.7,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-30 09:00:00,Sentinel-2,BR-PTN
HH_03586,25.269949555998494,83.73575305759735,VLG_085,Zaid,2022,44,Other,Primary,1.27,4,416.95,0,0.405,0.697,High,5.98,Sandy,1.33,0.68,Agriculture,0.778,0.359,32.3,795.0,Medium,train,synthetic,1,"age,txn_count",2022-05-30 10:00:00,Landsat-8,MP-GWL
HH_03587,26.812234793374344,82.62799052875805,VLG_025,Rabi,2023,32,M,Graduate+,1.08,10,1941.7,0,0.367,0.112,Low,6.78,Clayey,1.23,0.52,Agriculture,0.234,0.205,31.9,716.4,High,train,synthetic,1,"age,txn_count",2022-05-30 11:00:00,Sentinel-2,MH-NGP
HH_03588,23.63001013931997,80.1307721836805,VLG_089,Kharif,2025,49,F,None,4.72,13,1248.0,0,0.062,0.461,Medium,6.68,Clayey,1.43,0.83,Agriculture,0.687,0.149,32.6,731.0,Medium,test,satellite,0,"psychometric_resilience,agri_input_spend",2022-05-30 12:00:00,MODIS,MH-NGP
HH_03589,23.982096079360087,81.70747200471773,VLG_008,Rabi,2025,37,M,Graduate+,4.66,13,201.18,0,0.124,0.872,High,6.53,Loamy,1.27,0.97,Forest,0.651,0.313,36.4,769.6,Low,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-30 13:00:00,Landsat-8,BR-PTN
HH_03590,27.75722412831546,83.47355053909367,VLG_020,Zaid,2025,31,M,Secondary,9.76,8,1308.11,0,0.62,0.832,Low,6.54,Clayey,1.39,0.26,Barren,0.746,0.299,29.7,611.3,Low,train,survey,0,"age,txn_count",2022-05-30 14:00:00,MODIS,UP-KNP
HH_03591,23.877458136906785,75.09538954025545,VLG_094,Rabi,2025,44,F,Secondary,1.6,7,1283.99,0,0.386,0.576,Medium,5.64,Loamy,1.22,1.21,Barren,0.586,0.684,32.9,285.7,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-30 15:00:00,Sentinel-2,UP-KNP
HH_03592,25.838636589655273,79.02890031050049,VLG_062,Kharif,2025,20,M,Graduate+,0.84,12,2814.69,0,0.315,0.678,Low,7.04,Loamy,1.2,-0.09,Agriculture,0.512,0.218,33.1,587.3,Low,test,survey,0,"psychometric_resilience,agri_input_spend",2022-05-30 16:00:00,Landsat-8,RJ-BHL
HH_03593,25.896572333309688,84.07243167277079,VLG_005,Zaid,2022,20,M,Secondary,0.55,12,720.98,0,0.454,0.534,Medium,6.37,Loamy,1.28,1.1,Barren,0.378,0.396,34.9,502.2,Low,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-30 17:00:00,MODIS,MH-NGP
HH_03594,25.448122310251225,82.40313030843951,VLG_013,Kharif,2025,30,F,Secondary,0.07,6,608.92,0,0.309,0.595,Low,6.5,Sandy,1.17,1.04,Water,0.815,0.394,37.0,544.6,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-30 18:00:00,MODIS,UP-KNP
HH_03595,26.223726242884094,80.42841374334074,VLG_032,Kharif,2023,42,F,Primary,2.59,13,230.75,1,0.424,0.521,Medium,7.15,Sandy,1.38,1.12,Forest,0.826,0.394,32.4,658.6,High,train,synthetic,0,"age,txn_count",2022-05-30 19:00:00,Sentinel-2,MH-NGP
HH_03596,24.149133628988093,80.29644527035134,VLG_070,Rabi,2022,35,F,Primary,0.53,11,874.88,1,0.166,0.34,Medium,6.07,Loamy,1.42,0.4,Barren,0.548,0.669,29.6,651.1,High,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-30 20:00:00,MODIS,MH-NGP
HH_03597,25.763311338883742,78.47770097604437,VLG_023,Kharif,2022,18,F,Graduate+,1.87,6,571.01,1,0.094,0.881,Low,6.4,Loamy,1.36,1.11,Barren,0.835,0.32,35.4,395.5,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-30 21:00:00,MODIS,RJ-BHL
HH_03598,24.860866276234486,80.20520533641515,VLG_072,Rabi,2025,56,M,Primary,4.97,9,1202.52,0,0.074,0.113,Low,6.51,Sandy,1.44,1.52,Agriculture,0.228,0.153,24.2,703.6,Medium,test,survey,0,"age,txn_count",2022-05-30 22:00:00,Sentinel-2,RJ-BHL
HH_03599,26.308336298145946,81.55383199463454,VLG_074,Rabi,2024,22,M,None,6.0,10,1311.79,0,0.07,0.596,Low,6.95,Loamy,1.37,0.76,Barren,0.79,0.149,26.6,599.5,Medium,train,synthetic,1,"age,txn_count",2022-05-30 23:00:00,MODIS,MP-GWL
HH_03600,23.706117716865748,79.18363038428794,VLG_086,Kharif,2023,19,F,Secondary,0.01,11,917.26,0,0.242,0.955,Medium,6.4,Clayey,1.26,0.88,Forest,0.764,0.611,26.9,740.8,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-31 00:00:00,Sentinel-2,MP-GWL
HH_03601,25.85438708419738,82.14153146392174,VLG_050,Rabi,2022,47,M,Primary,0.76,8,2278.58,0,0.253,0.501,Low,7.56,Loamy,1.31,0.38,Forest,0.775,0.443,28.4,647.4,Medium,test,synthetic,0,"ndvi,soc_percent",2022-05-31 01:00:00,Sentinel-2,RJ-BHL
HH_03602,23.92635177691662,83.61232227260386,VLG_001,Rabi,2023,34,M,Secondary,3.63,8,559.54,0,0.183,0.582,Medium,5.53,Loamy,1.31,0.57,Agriculture,0.652,0.224,25.0,658.0,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-31 02:00:00,Sentinel-2,RJ-BHL
HH_03603,24.393215315575183,76.54684848184861,VLG_014,Kharif,2024,46,F,None,1.54,8,517.84,0,0.206,0.321,Medium,6.42,Loamy,1.42,0.72,Barren,0.597,0.613,36.8,540.7,High,train,synthetic,1,"ndvi,soc_percent",2022-05-31 03:00:00,MODIS,UP-KNP
HH_03604,24.093549001617916,79.51547022817425,VLG_034,Zaid,2022,59,M,Secondary,3.3,12,1913.76,0,0.266,0.525,Low,6.46,Sandy,1.31,0.4,Forest,0.783,0.564,30.3,713.1,Low,train,synthetic,0,"ndvi,soc_percent",2022-05-31 04:00:00,Landsat-8,BR-PTN
HH_03605,23.914188899344087,79.08020091285081,VLG_035,Rabi,2023,21,F,None,3.84,4,1105.89,0,0.225,0.738,High,7.03,Sandy,1.19,0.48,Agriculture,0.738,0.325,23.4,705.0,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-31 05:00:00,MODIS,MP-GWL
HH_03606,27.128554757803336,81.87464804049728,VLG_091,Rabi,2025,26,M,Graduate+,1.17,10,731.98,0,0.172,0.804,Low,6.47,Loamy,1.17,0.67,Forest,0.856,0.41,26.0,638.7,Medium,train,synthetic,0,"age,txn_count",2022-05-31 06:00:00,MODIS,RJ-BHL
HH_03607,24.42853783830445,77.4986746525793,VLG_038,Kharif,2022,38,M,None,0.89,10,2058.3,0,0.068,0.604,High,6.86,Loamy,1.28,0.97,Forest,0.774,0.482,33.6,661.5,Medium,test,satellite,0,"psychometric_resilience,agri_input_spend",2022-05-31 07:00:00,Sentinel-2,BR-PTN
HH_03608,27.635618909322247,81.40250914952276,VLG_003,Rabi,2022,60,M,Secondary,1.22,16,739.83,1,0.059,0.642,Medium,6.11,Loamy,1.31,0.37,Agriculture,0.432,0.239,23.8,663.7,High,train,satellite,0,"age,txn_count",2022-05-31 08:00:00,Landsat-8,MP-GWL
HH_03609,27.849632626725956,83.77489241731487,VLG_063,Kharif,2022,29,F,None,2.12,14,520.59,0,0.069,0.334,Low,6.63,Sandy,1.17,0.79,Agriculture,0.306,0.488,32.5,608.4,Medium,train,synthetic,0,"age,txn_count",2022-05-31 09:00:00,MODIS,MH-NGP
HH_03610,25.856302349685485,79.18131599793622,VLG_073,Zaid,2022,29,M,None,0.92,11,656.01,0,0.176,0.869,Medium,7.44,Loamy,1.41,0.33,Agriculture,0.311,0.463,31.8,467.5,High,train,satellite,0,"ndvi,soc_percent",2022-05-31 10:00:00,MODIS,BR-PTN
HH_03611,23.715005613328632,84.1101569997922,VLG_005,Zaid,2025,21,F,None,2.98,7,728.86,0,0.291,0.374,Medium,5.94,Loamy,1.28,0.78,Forest,0.8,0.327,31.3,440.9,Low,validation,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-31 11:00:00,MODIS,MH-NGP
HH_03612,24.872741216897907,84.93163738933478,VLG_056,Kharif,2024,45,F,Primary,4.69,11,391.26,0,0.226,0.404,Medium,6.09,Sandy,1.39,1.22,Agriculture,0.716,0.463,32.0,521.0,High,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-31 12:00:00,Landsat-8,MP-GWL
HH_03613,26.98866131674107,76.06092049947952,VLG_029,Zaid,2024,26,M,Secondary,0.66,14,766.81,0,0.455,0.61,Low,6.77,Clayey,1.22,0.88,Agriculture,0.89,0.276,26.5,830.3,High,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-05-31 13:00:00,MODIS,UP-KNP
HH_03614,24.83695364348535,77.33053187984859,VLG_098,Kharif,2023,57,F,None,6.7,12,880.57,0,0.194,0.818,Medium,7.34,Loamy,1.39,1.17,Forest,0.826,0.44,29.4,775.4,Low,train,synthetic,0,"ndvi,soc_percent",2022-05-31 14:00:00,Landsat-8,UP-KNP
HH_03615,23.435086091513945,84.50379751482093,VLG_073,Rabi,2025,49,F,Primary,1.95,12,1426.11,0,0.154,0.231,Medium,6.62,Loamy,1.2,0.81,Forest,0.848,0.447,25.6,735.9,Medium,train,survey,0,"age,txn_count",2022-05-31 15:00:00,Landsat-8,UP-KNP
HH_03616,25.78392455464094,84.58327686481387,VLG_095,Zaid,2025,30,F,None,4.21,11,1895.09,0,0.073,0.536,Low,6.63,Clayey,1.24,0.91,Agriculture,0.678,0.69,28.1,337.6,Low,train,synthetic,0,"age,txn_count",2022-05-31 16:00:00,MODIS,MP-GWL
HH_03617,27.225604257480175,75.97707275386759,VLG_066,Rabi,2023,51,M,Secondary,0.22,14,1915.09,0,0.31,0.757,Low,6.25,Clayey,1.26,0.55,Agriculture,0.403,0.167,28.7,689.1,Low,train,satellite,1,"ndvi,soc_percent",2022-05-31 17:00:00,MODIS,BR-PTN
HH_03618,26.979631935717514,75.14998500377136,VLG_089,Rabi,2025,36,F,None,0.58,11,857.79,0,0.342,0.268,High,6.21,Loamy,1.27,1.01,Agriculture,0.536,0.145,29.0,732.6,Low,train,synthetic,1,"psychometric_resilience,agri_input_spend",2022-05-31 18:00:00,Landsat-8,UP-KNP
HH_03619,23.875615700651768,76.61100023256422,VLG_014,Kharif,2025,31,F,Primary,0.77,8,473.88,0,0.3,0.527,High,6.42,Loamy,1.41,0.61,Barren,0.222,0.273,30.2,651.4,High,train,satellite,0,"ndvi,soc_percent",2022-05-31 19:00:00,Sentinel-2,RJ-BHL
HH_03620,26.363823072062335,84.96012783382248,VLG_016,Zaid,2022,22,M,Secondary,0.72,8,370.83,0,0.226,0.469,Medium,6.78,Loamy,1.34,0.43,Agriculture,0.649,0.283,33.4,672.3,Medium,test,synthetic,0,"age,txn_count",2022-05-31 20:00:00,MODIS,BR-PTN
HH_03621,24.102521317178237,76.79999616610687,VLG_090,Zaid,2022,44,M,Graduate+,0.38,9,471.96,0,0.391,0.682,High,5.38,Sandy,1.2,0.79,Agriculture,0.363,0.68,31.3,684.6,Medium,train,synthetic,0,"age,txn_count",2022-05-31 21:00:00,Landsat-8,RJ-BHL
HH_03622,24.091037672760862,80.02547606722023,VLG_017,Rabi,2022,45,M,Secondary,4.05,1,218.18,0,0.478,0.76,Medium,7.18,Clayey,1.19,0.35,Agriculture,0.847,0.699,30.0,665.2,Medium,train,synthetic,0,"age,txn_count",2022-05-31 22:00:00,MODIS,BR-PTN
HH_03623,27.370358866525926,83.48417726430512,VLG_018,Rabi,2025,43,M,Secondary,1.08,3,447.77,0,0.327,0.684,Medium,7.43,Clayey,1.32,0.99,Forest,0.441,0.532,27.6,626.6,Low,train,synthetic,1,"age,txn_count",2022-05-31 23:00:00,Sentinel-2,MH-NGP
HH_03624,24.24834476370115,75.20401610688207,VLG_075,Kharif,2025,27,M,None,6.6,10,4195.38,0,0.278,0.74,Medium,6.84,Clayey,1.28,1.38,Agriculture,0.538,0.185,27.6,465.8,Low,validation,synthetic,0,"age,txn_count",2022-06-01 00:00:00,MODIS,BR-PTN
HH_03625,24.316236732590056,81.0448898225846,VLG_087,Zaid,2024,41,M,Secondary,1.75,8,2075.91,0,0.021,0.74,Low,5.79,Clayey,1.32,0.71,Agriculture,0.505,0.442,33.6,575.7,Medium,train,synthetic,0,"age,txn_count",2022-06-01 01:00:00,Sentinel-2,MH-NGP
HH_03626,23.0032669538065,77.77025448869624,VLG_068,Kharif,2022,34,M,Secondary,0.3,6,967.18,0,0.384,0.308,Medium,5.92,Loamy,1.14,0.73,Barren,0.53,0.625,30.3,307.9,Low,train,synthetic,0,"age,txn_count",2022-06-01 02:00:00,MODIS,RJ-BHL
